order_id,customer_id,order_date,total_amount,status
2911,757,2024-04-20,281.94,Confirmed
2912,433,2022-12-31,169.97,Delivered
2913,686,2021-11-27,129.97,Processed
2914,492,2021-10-26,99.98,Confirmed
2915,667,2020-04-13,49.99,Confirmed
2916,868,2020-07-02,119.97,Confirmed
2917,200,2023-10-10,119.97,Processed
2918,36,2024-03-15,49.98,Shipped
2919,744,2021-06-19,239.98,Processed
2920,592,2022-11-09,19.99,Shipped
2921,643,2023-05-17,131.97,Shipped
2922,51,2023-08-20,54.98,Confirmed
2923,420,2023-11-30,189.97,Shipped
2924,497,2024-04-09,69.99,Delivered
2925,773,2022-04-27,29.99,Delivered
2926,723,2023-05-10,72.97,Shipped
2927,230,2019-05-11,199.97,Delivered
2928,799,2021-11-26,299.97,Processed
2929,595,2024-01-06,72.97,Confirmed
2930,30,2020-01-26,159.98,Delivered
2931,778,2022-06-23,169.98,Confirmed
2932,542,2024-04-24,194.98,Processed
2933,421,2024-04-16,49.99,Processed
2934,120,2023-10-09,129.97,Delivered
2935,933,2024-02-27,69.99,Shipped
2936,325,2023-10-31,139.98,Processed
2937,453,2023-09-11,59.99,Shipped
2938,364,2023-04-27,144.96,Processed
2939,965,2023-02-06,49.98,Confirmed
2940,865,2022-07-13,38.98,Confirmed
2941,391,2022-02-15,175.96,Processed
2942,650,2024-05-12,79.98,Delivered
2943,723,2023-12-24,69.99,Shipped
2944,328,2024-01-18,99.99,Delivered
2945,238,2021-07-24,109.96,Shipped
2946,967,2021-06-19,15.99,Confirmed
2947,307,2023-08-08,229.97,Shipped
2948,600,2023-09-30,299.96,Processed
2949,283,2021-11-27,59.97,Confirmed
2950,529,2020-10-25,409.93,Delivered
2951,327,2023-11-09,99.98,Processed
2952,392,2021-04-19,179.98,Processed
2953,847,2022-05-22,119.98,Confirmed
2954,312,2020-11-30,119.98,Processed
2955,767,2024-05-14,304.95,Delivered
2956,471,2022-11-17,39.98,Processed
2957,383,2020-02-04,59.99,Confirmed
2958,886,2023-04-12,249.97,Shipped
2959,906,2021-09-05,37.98,Shipped
2960,315,2024-03-08,99.98,Processed
2961,840,2022-06-09,19.99,Confirmed
2962,669,2023-07-11,24.99,Processed
2963,80,2021-05-03,239.95,Processed
2964,729,2023-11-13,85.98,Delivered
2965,650,2024-05-21,99.98,Confirmed
2966,779,2022-08-06,107.97,Delivered
2967,330,2024-03-30,99.97,Shipped
2968,508,2023-12-09,49.99,Confirmed
2969,256,2023-10-06,24.99,Shipped
2970,860,2024-02-21,39.98,Delivered
2971,777,2023-05-06,29.99,Processed
2972,400,2022-05-01,129.99,Confirmed
2973,981,2022-03-15,112.98,Processed
2974,549,2023-03-25,49.98,Shipped
2975,889,2023-04-08,49.98,Processed
2976,44,2022-04-09,329.97,Shipped
2977,266,2024-04-18,29.99,Shipped
2978,235,2024-05-20,219.95,Confirmed
2979,583,2021-05-21,135.97,Confirmed
2980,673,2020-01-16,249.98,Delivered
2981,41,2022-08-18,69.99,Processed
2982,60,2022-09-22,229.96,Processed
2983,712,2020-09-28,39.98,Confirmed
2984,605,2020-04-03,49.98,Shipped
2985,352,2023-01-20,59.99,Shipped
2986,616,2023-01-06,29.99,Confirmed
2987,887,2023-04-27,244.96,Processed
2988,519,2022-06-26,19.99,Delivered
2989,102,2023-05-03,299.98,Delivered
2990,743,2021-04-11,29.99,Delivered
2991,317,2023-11-25,119.98,Confirmed
2992,376,2021-07-28,199.98,Processed
2993,75,2021-09-16,29.99,Processed
2994,214,2024-05-24,29.99,Processed
2995,470,2019-12-30,189.95,Shipped
2996,327,2024-05-10,99.99,Shipped
2997,579,2022-12-14,15.99,Processed
2998,940,2023-04-20,59.97,Shipped
2999,446,2021-04-22,119.99,Delivered
3000,904,2023-02-06,69.99,Delivered
3001,237,2022-05-28,49.99,Delivered
3002,345,2023-08-30,229.95,Confirmed
3003,819,2024-01-19,95.96,Shipped
3004,605,2024-05-26,19.99,Delivered
3005,305,2024-05-14,49.99,Shipped
3006,652,2024-04-13,205.94,Processed
3007,526,2021-12-20,24.99,Processed
3008,259,2024-02-27,59.99,Delivered
3009,715,2024-01-07,59.99,Delivered
3010,107,2022-12-25,24.99,Confirmed
3011,933,2022-12-20,29.99,Processed
3012,430,2023-03-06,119.99,Delivered
3013,557,2021-02-15,138.96,Confirmed
3014,700,2020-07-17,19.99,Processed
3015,490,2024-05-31,139.98,Shipped
3016,753,2023-08-27,59.99,Shipped
3017,47,2021-02-02,44.98,Delivered
3018,538,2021-10-23,220.92,Delivered
3019,709,2020-01-10,109.97,Delivered
3020,206,2023-12-07,219.98,Processed
3021,355,2021-10-31,129.99,Confirmed
3022,132,2022-12-07,129.98,Processed
3023,84,2021-09-13,119.99,Processed
3024,637,2023-08-23,19.99,Delivered
3025,348,2023-08-01,101.97,Processed
3026,486,2023-05-30,181.94,Shipped
3027,941,2022-04-18,129.98,Confirmed
3028,305,2024-05-06,29.99,Delivered
3029,122,2023-03-15,45.97,Shipped
3030,914,2023-02-08,175.97,Shipped
3031,177,2023-09-27,49.98,Delivered
3032,521,2021-07-13,139.98,Shipped
3033,80,2021-03-19,24.99,Shipped
3034,874,2024-01-28,24.99,Processed
3035,535,2022-03-21,19.99,Confirmed
3036,193,2022-12-24,49.99,Processed
3037,503,2023-02-08,24.99,Shipped
3038,954,2022-08-20,64.99,Shipped
3039,258,2022-06-23,119.98,Confirmed
3040,514,2018-09-23,49.99,Confirmed
3041,325,2024-05-01,49.98,Delivered
3042,877,2020-02-13,99.99,Shipped
3043,223,2022-10-05,129.99,Processed
3044,311,2024-02-29,99.99,Delivered
3045,38,2022-12-20,31.98,Processed
3046,291,2024-03-08,119.98,Delivered
3047,722,2019-12-23,257.95,Shipped
3048,93,2023-12-22,132.96,Processed
3049,686,2020-07-22,74.98,Shipped
3050,930,2023-09-29,29.99,Shipped
3051,680,2022-02-28,15.99,Confirmed
3052,36,2024-05-17,49.99,Delivered
3053,307,2023-01-28,24.99,Processed
3054,527,2022-09-13,49.98,Delivered
3055,871,2024-03-19,19.99,Delivered
3056,966,2023-07-26,59.98,Processed
3057,597,2024-05-10,61.97,Processed
3058,453,2023-03-28,49.99,Processed
3059,850,2024-02-29,179.95,Processed
3060,694,2020-12-03,249.96,Processed
3061,192,2022-12-19,49.99,Confirmed
3062,375,2023-11-13,169.97,Processed
3063,162,2020-12-18,154.98,Shipped
3064,500,2022-04-06,49.99,Confirmed
3065,204,2021-10-13,25.98,Shipped
3066,617,2024-01-10,99.98,Processed
3067,936,2023-11-18,99.99,Processed
3068,371,2024-04-05,249.95,Processed
3069,715,2024-02-07,124.98,Confirmed
3070,982,2023-08-03,25.98,Delivered
3071,988,2022-02-24,124.96,Processed
3072,172,2022-03-07,99.99,Confirmed
3073,453,2020-10-27,19.99,Processed
3074,889,2021-02-11,39.98,Shipped
3075,123,2023-06-04,49.99,Processed
3076,407,2022-12-09,149.97,Delivered
3077,151,2021-08-16,99.99,Delivered
3078,923,2023-06-25,99.99,Shipped
3079,805,2023-08-26,15.99,Processed
3080,54,2019-06-12,64.99,Confirmed
3081,567,2022-01-15,64.99,Shipped
3082,332,2023-10-12,370.94,Confirmed
3083,792,2023-12-02,59.99,Delivered
3084,480,2024-04-11,199.98,Confirmed
3085,46,2023-02-12,149.99,Processed
3086,449,2021-06-26,89.97,Processed
3087,407,2023-08-05,56.97,Confirmed
3088,949,2023-11-20,29.99,Processed
3089,913,2024-02-27,187.97,Processed
3090,197,2023-05-18,99.99,Delivered
3091,258,2022-09-14,399.96,Delivered
3092,138,2023-04-30,139.97,Shipped
3093,98,2023-10-14,137.96,Confirmed
3094,157,2021-10-12,333.93,Delivered
3095,608,2019-12-06,179.98,Processed
3096,783,2021-09-01,129.98,Processed
3097,430,2022-08-07,19.99,Confirmed
3098,907,2023-09-30,79.96,Delivered
3099,925,2022-07-25,59.99,Shipped
3100,813,2023-09-13,74.97,Confirmed
3101,601,2022-07-15,129.97,Shipped
3102,217,2023-05-08,25.98,Shipped
3103,59,2021-06-06,224.95,Processed
3104,870,2024-04-16,309.96,Confirmed
3105,930,2024-03-11,49.99,Delivered
3106,462,2023-09-22,39.98,Processed
3107,644,2024-03-21,385.94,Confirmed
3108,563,2021-12-26,149.98,Confirmed
3109,370,2022-08-17,49.98,Shipped
3110,197,2022-10-08,57.97,Confirmed
3111,830,2024-03-28,59.98,Shipped
3112,591,2022-02-06,99.99,Confirmed
3113,967,2023-01-29,49.98,Delivered
3114,55,2023-10-28,295.94,Confirmed
3115,463,2021-11-25,69.99,Shipped
3116,576,2021-09-19,24.99,Confirmed
3117,842,2023-09-04,37.98,Confirmed
3118,913,2024-02-27,49.99,Processed
3119,729,2024-03-26,144.98,Confirmed
3120,268,2023-12-29,380.93,Shipped
3121,2,2023-06-14,119.98,Shipped
3122,440,2024-05-11,299.96,Confirmed
3123,958,2024-05-17,99.98,Shipped
3124,1,2023-12-27,19.99,Confirmed
3125,153,2023-07-11,49.99,Delivered
3126,227,2024-04-03,59.98,Delivered
3127,515,2024-05-19,19.99,Processed
3128,562,2023-12-22,49.98,Confirmed
3129,347,2023-06-29,24.99,Confirmed
3130,306,2019-09-24,49.99,Shipped
3131,535,2021-08-27,35.98,Processed
3132,697,2023-09-01,348.94,Shipped
3133,174,2024-02-13,31.98,Processed
3134,332,2023-02-10,99.97,Shipped
3135,235,2024-02-18,19.99,Processed
3136,636,2024-04-01,50.97,Shipped
3137,55,2023-12-27,99.99,Processed
3138,370,2022-02-03,38.98,Delivered
3139,868,2023-07-19,49.98,Shipped
3140,965,2021-01-23,119.98,Processed
3141,280,2021-01-07,99.99,Delivered
3142,857,2021-12-08,119.97,Processed
3143,465,2024-01-06,59.98,Processed
3144,808,2022-08-12,19.99,Processed
3145,490,2024-05-31,59.99,Processed
3146,876,2023-08-26,99.97,Delivered
3147,981,2019-09-05,199.98,Delivered
3148,925,2019-08-03,214.95,Processed
3149,168,2023-04-14,39.98,Shipped
3150,571,2022-06-04,314.96,Confirmed
3151,787,2019-02-25,449.95,Delivered
3152,921,2019-12-08,99.98,Shipped
3153,261,2024-03-31,49.98,Confirmed
3154,149,2022-08-14,129.99,Delivered
3155,333,2018-09-15,129.98,Shipped
3156,104,2019-08-16,74.96,Confirmed
3157,172,2021-11-15,19.99,Shipped
3158,879,2024-05-26,69.99,Confirmed
3159,308,2024-02-08,39.98,Confirmed
3160,32,2023-02-28,159.95,Processed
3161,400,2020-01-30,49.98,Delivered
3162,831,2023-12-16,59.99,Delivered
3163,251,2022-10-11,109.97,Processed
3164,500,2020-09-16,19.99,Shipped
3165,615,2024-05-17,49.99,Confirmed
3166,199,2024-02-04,74.98,Delivered
3167,490,2024-05-30,104.97,Shipped
3168,999,2024-03-27,54.98,Confirmed
3169,923,2020-08-27,59.98,Delivered
3170,7,2023-08-13,219.96,Confirmed
3171,569,2022-10-18,209.95,Processed
3172,182,2020-06-07,49.98,Confirmed
3173,199,2022-10-24,109.97,Shipped
3174,689,2024-05-01,182.95,Delivered
3175,508,2024-02-11,109.97,Processed
3176,619,2021-06-21,199.96,Delivered
3177,415,2021-05-27,69.97,Confirmed
3178,923,2020-11-01,39.98,Processed
3179,419,2023-08-10,149.98,Delivered
3180,867,2022-12-26,299.96,Delivered
3181,781,2022-10-04,424.94,Delivered
3182,777,2023-06-04,24.99,Processed
3183,568,2023-05-02,25.98,Delivered
3184,913,2024-04-27,352.94,Processed
3185,797,2023-06-05,99.99,Shipped
3186,263,2021-05-19,39.98,Confirmed
3187,892,2023-05-20,159.98,Processed
3188,711,2023-11-05,51.97,Delivered
3189,665,2019-06-17,19.99,Shipped
3190,264,2024-04-15,259.97,Delivered
3191,274,2023-08-28,119.99,Delivered
3192,128,2023-05-22,239.94,Shipped
3193,26,2023-11-02,129.98,Delivered
3194,488,2020-04-25,99.97,Shipped
3195,452,2022-07-08,169.95,Confirmed
3196,776,2023-09-17,395.94,Shipped
3197,818,2023-09-10,119.98,Shipped
3198,725,2023-05-29,129.99,Confirmed
3199,275,2022-12-28,119.98,Delivered
3200,960,2022-12-14,29.99,Processed
3201,397,2021-12-15,49.99,Shipped
3202,885,2021-11-03,214.96,Shipped
3203,9,2023-11-21,24.99,Processed
3204,857,2019-05-02,59.99,Delivered
3205,486,2019-05-01,65.97,Processed
3206,755,2024-02-21,49.98,Shipped
3207,838,2022-04-28,19.99,Processed
3208,320,2024-03-29,159.97,Shipped
3209,869,2024-02-13,24.99,Delivered
3210,89,2023-08-20,49.99,Delivered
3211,99,2022-11-17,249.97,Processed
3212,369,2024-01-31,299.97,Confirmed
3213,607,2020-11-12,19.99,Processed
3214,808,2021-03-08,64.99,Delivered
3215,853,2024-04-27,125.97,Shipped
3216,941,2023-01-30,209.97,Confirmed
3217,887,2022-09-26,49.98,Delivered
3218,350,2024-04-10,69.99,Confirmed
3219,867,2023-01-15,189.97,Shipped
3220,575,2022-10-26,165.93,Shipped
3221,91,2022-09-03,157.97,Delivered
3222,916,2020-02-12,39.98,Delivered
3223,353,2021-02-26,119.98,Processed
3224,155,2024-01-29,29.99,Shipped
3225,839,2022-11-23,39.98,Shipped
3226,375,2022-03-22,59.99,Processed
3227,851,2023-04-17,225.95,Confirmed
3228,765,2022-06-01,49.99,Delivered
3229,947,2023-02-09,19.99,Delivered
3230,87,2023-05-16,29.99,Delivered
3231,596,2023-05-13,129.99,Shipped
3232,984,2023-04-01,19.99,Processed
3233,17,2024-05-23,99.98,Shipped
3234,342,2023-03-29,79.98,Confirmed
3235,942,2022-05-30,398.92,Processed
3236,483,2024-04-25,99.98,Processed
3237,391,2021-06-15,147.95,Confirmed
3238,512,2023-10-06,94.98,Delivered
3239,793,2020-05-19,129.99,Shipped
3240,271,2024-02-13,39.98,Shipped
3241,500,2024-04-05,179.97,Confirmed
3242,468,2023-11-19,182.95,Delivered
3243,406,2022-07-29,49.99,Processed
3244,936,2023-10-11,49.98,Processed
3245,103,2023-08-16,49.99,Processed
3246,844,2021-03-20,38.98,Processed
3247,797,2024-03-26,19.99,Delivered
3248,743,2021-12-07,15.99,Shipped
3249,150,2024-05-22,12.99,Confirmed
3250,648,2023-09-24,29.99,Delivered
3251,861,2023-02-17,429.92,Delivered
3252,831,2022-02-28,49.99,Confirmed
3253,450,2020-04-21,59.99,Shipped
3254,650,2024-05-28,109.97,Confirmed
3255,431,2020-05-20,49.99,Processed
3256,741,2024-03-09,59.98,Shipped
3257,457,2023-04-02,79.98,Shipped
3258,576,2020-04-01,49.98,Delivered
3259,92,2022-11-01,49.99,Confirmed
3260,572,2023-05-25,144.96,Delivered
3261,199,2022-11-06,28.98,Delivered
3262,150,2024-05-13,109.97,Confirmed
3263,188,2024-04-11,59.98,Shipped
3264,590,2023-02-25,234.96,Shipped
3265,162,2021-08-07,239.95,Shipped
3266,809,2024-05-30,69.99,Delivered
3267,7,2024-02-29,159.95,Delivered
3268,66,2024-03-04,24.99,Confirmed
3269,98,2024-02-18,119.99,Delivered
3270,902,2024-05-06,289.94,Delivered
3271,65,2019-05-09,99.99,Shipped
3272,497,2024-05-29,59.98,Shipped
3273,345,2022-10-19,219.98,Confirmed
3274,417,2022-05-09,15.99,Processed
3275,73,2021-10-30,29.99,Delivered
3276,388,2024-05-22,319.93,Processed
3277,85,2024-05-19,64.99,Processed
3278,998,2023-09-09,18.99,Delivered
3279,308,2024-03-14,49.99,Delivered
3280,884,2021-09-19,426.9,Processed
3281,106,2023-10-04,49.99,Processed
3282,465,2022-11-20,49.99,Shipped
3283,712,2020-08-13,99.99,Shipped
3284,220,2023-12-10,231.96,Shipped
3285,301,2019-07-09,79.98,Shipped
3286,269,2022-02-16,24.99,Confirmed
3287,957,2023-08-08,199.95,Processed
3288,101,2023-10-26,99.99,Confirmed
3289,324,2023-02-23,84.97,Delivered
3290,953,2019-07-03,319.97,Processed
3291,120,2020-10-18,89.98,Shipped
3292,953,2024-03-06,49.99,Processed
3293,827,2023-11-03,189.97,Delivered
3294,517,2024-02-12,399.94,Confirmed
3295,873,2018-11-01,49.98,Processed
3296,821,2023-10-23,49.98,Delivered
3297,918,2022-02-27,24.99,Delivered
3298,265,2023-05-06,219.96,Confirmed
3299,978,2021-11-07,24.99,Confirmed
3300,997,2023-01-30,217.94,Confirmed
3301,962,2021-09-24,309.96,Shipped
3302,320,2024-01-24,149.94,Processed
3303,246,2021-03-20,94.98,Processed
3304,881,2023-12-05,49.98,Shipped
3305,648,2022-10-21,24.99,Processed
3306,123,2023-02-27,169.97,Delivered
3307,531,2021-12-21,87.96,Confirmed
3308,311,2024-04-11,84.98,Shipped
3309,391,2019-08-31,254.95,Delivered
3310,263,2023-11-07,49.98,Confirmed
3311,345,2022-12-05,319.97,Processed
3312,475,2023-04-11,129.99,Shipped
3313,91,2024-03-22,539.91,Delivered
3314,396,2024-01-22,69.99,Shipped
3315,15,2021-02-10,59.98,Delivered
3316,391,2024-01-27,153.96,Shipped
3317,642,2022-10-13,124.96,Delivered
3318,286,2022-07-19,99.99,Processed
3319,222,2020-06-20,49.99,Confirmed
3320,716,2024-03-17,19.99,Delivered
3321,138,2023-08-21,69.98,Confirmed
3322,614,2023-06-05,94.98,Delivered
3323,686,2022-06-11,18.99,Confirmed
3324,690,2023-11-19,29.99,Confirmed
3325,797,2024-04-06,15.99,Shipped
3326,573,2023-08-17,19.99,Processed
3327,438,2021-08-03,74.97,Delivered
3328,436,2023-10-28,19.99,Delivered
3329,430,2023-12-01,129.99,Shipped
3330,399,2022-07-09,259.95,Processed
3331,130,2022-06-20,249.94,Delivered
3332,756,2023-11-04,49.99,Delivered
3333,402,2021-07-10,24.99,Delivered
3334,930,2023-04-25,99.98,Processed
3335,777,2024-02-03,39.98,Shipped
3336,24,2020-05-26,49.98,Delivered
3337,118,2024-04-02,18.99,Confirmed
3338,73,2020-01-27,229.94,Shipped
3339,45,2023-07-20,131.96,Shipped
3340,316,2022-12-11,139.97,Shipped
3341,667,2022-09-18,165.98,Confirmed
3342,397,2023-10-28,119.97,Processed
3343,553,2022-02-14,164.98,Delivered
3344,454,2023-07-02,29.99,Delivered
3345,728,2022-03-30,259.97,Shipped
3346,988,2018-11-23,29.99,Confirmed
3347,59,2021-04-16,152.97,Shipped
3348,368,2023-01-02,99.99,Delivered
3349,402,2021-08-06,39.98,Shipped
3350,531,2023-03-25,189.98,Shipped
3351,874,2023-08-25,164.97,Processed
3352,18,2023-07-28,99.98,Delivered
3353,427,2022-09-01,179.95,Confirmed
3354,61,2023-03-25,49.99,Confirmed
3355,938,2023-08-29,49.98,Confirmed
3356,905,2023-06-23,19.99,Delivered
3357,321,2019-09-30,251.95,Delivered
3358,908,2020-07-08,99.98,Processed
3359,980,2024-03-03,319.96,Processed
3360,933,2023-05-27,19.99,Processed
3361,90,2021-03-10,109.97,Confirmed
3362,76,2022-08-01,129.97,Processed
3363,738,2024-02-09,164.97,Processed
3364,162,2020-02-27,99.98,Processed
3365,463,2024-03-22,12.99,Processed
3366,204,2021-04-12,29.99,Processed
3367,707,2023-11-29,39.98,Processed
3368,63,2024-04-21,59.99,Delivered
3369,829,2023-06-21,179.96,Processed
3370,15,2018-10-28,56.97,Processed
3371,968,2023-04-08,81.97,Processed
3372,559,2024-03-26,49.99,Processed
3373,467,2023-04-23,64.99,Processed
3374,376,2023-04-06,39.99,Processed
3375,783,2023-10-25,69.99,Confirmed
3376,454,2022-06-20,19.99,Confirmed
3377,493,2020-04-17,19.99,Confirmed
3378,878,2022-08-07,119.99,Confirmed
3379,79,2023-11-21,144.98,Confirmed
3380,393,2024-04-17,49.99,Delivered
3381,798,2024-02-25,324.96,Shipped
3382,598,2023-09-29,111.96,Confirmed
3383,344,2024-03-12,89.97,Confirmed
3384,908,2024-04-04,319.95,Delivered
3385,789,2023-11-09,69.99,Shipped
3386,508,2024-04-08,119.99,Processed
3387,970,2024-05-19,129.98,Confirmed
3388,411,2019-06-22,249.94,Processed
3389,858,2021-02-12,249.97,Shipped
3390,938,2023-08-20,49.99,Delivered
3391,763,2024-05-18,99.98,Shipped
3392,958,2024-04-24,45.97,Shipped
3393,196,2024-05-13,299.95,Processed
3394,327,2024-02-19,309.95,Processed
3395,223,2022-08-30,205.96,Delivered
3396,24,2018-10-12,69.99,Shipped
3397,401,2023-05-09,219.95,Delivered
3398,880,2021-10-14,119.98,Shipped
3399,475,2023-05-05,239.95,Processed
3400,590,2021-11-12,35.98,Processed
3401,218,2023-12-28,189.94,Confirmed
3402,92,2021-08-19,39.98,Processed
3403,282,2023-08-09,79.98,Processed
3404,542,2023-04-04,269.97,Delivered
3405,924,2020-07-10,125.96,Confirmed
3406,319,2022-08-12,97.95,Delivered
3407,647,2022-09-22,15.99,Confirmed
3408,240,2023-11-28,49.99,Processed
3409,343,2024-02-01,179.97,Confirmed
3410,364,2024-04-24,99.98,Processed
3411,259,2024-03-02,59.99,Confirmed
3412,793,2023-03-10,149.98,Shipped
3413,89,2023-12-01,159.96,Processed
3414,538,2023-07-19,149.98,Shipped
3415,735,2024-01-30,49.99,Confirmed
3416,898,2023-08-06,39.98,Delivered
3417,919,2024-02-12,129.99,Shipped
3418,975,2021-05-12,49.99,Confirmed
3419,803,2020-05-25,19.99,Delivered
3420,118,2024-02-10,39.98,Delivered
3421,307,2023-05-15,39.98,Confirmed
3422,905,2023-12-27,119.97,Confirmed
3423,906,2021-11-27,19.99,Confirmed
3424,92,2022-05-21,49.99,Delivered
3425,439,2024-01-30,49.99,Confirmed
3426,288,2022-07-07,99.98,Delivered
3427,719,2023-06-06,29.99,Delivered
3428,274,2024-04-30,139.98,Confirmed
3429,858,2021-09-19,119.99,Shipped
3430,594,2020-11-28,49.99,Delivered
3431,867,2023-03-11,19.99,Shipped
3432,142,2022-12-15,25.98,Delivered
3433,85,2024-05-08,29.99,Delivered
3434,661,2022-01-12,99.99,Delivered
3435,946,2024-01-08,274.96,Delivered
3436,196,2022-01-02,55.97,Delivered
3437,810,2022-07-13,49.99,Shipped
3438,777,2023-11-12,49.99,Shipped
3439,858,2023-08-03,99.99,Processed
3440,329,2019-07-27,239.96,Confirmed
3441,552,2022-05-02,39.98,Processed
3442,964,2022-04-06,49.99,Processed
3443,245,2021-01-25,24.99,Processed
3444,928,2021-03-28,49.99,Processed
3445,431,2022-10-20,59.98,Processed
3446,904,2024-04-30,359.95,Confirmed
3447,864,2022-12-27,69.99,Delivered
3448,642,2022-05-12,179.98,Processed
3449,78,2023-11-04,99.99,Processed
3450,311,2024-02-09,109.97,Delivered
3451,780,2020-12-28,149.97,Delivered
3452,146,2023-03-09,59.98,Delivered
3453,434,2023-02-18,499.92,Processed
3454,578,2024-05-09,25.98,Shipped
3455,75,2020-08-26,49.99,Confirmed
3456,996,2023-05-08,205.95,Confirmed
3457,342,2024-02-03,24.99,Processed
3458,848,2023-12-12,144.97,Shipped
3459,284,2024-04-27,89.98,Confirmed
3460,426,2021-06-13,79.98,Shipped
3461,905,2023-12-19,39.98,Confirmed
3462,181,2019-05-04,345.93,Shipped
3463,550,2023-04-02,169.97,Confirmed
3464,70,2020-04-14,119.98,Delivered
3465,909,2024-04-19,144.94,Confirmed
3466,602,2019-10-13,154.97,Shipped
3467,399,2022-12-27,49.99,Confirmed
3468,468,2024-04-11,159.97,Processed
3469,665,2019-12-03,29.99,Shipped
3470,3,2020-08-03,97.96,Shipped
3471,861,2023-02-05,39.98,Shipped
3472,366,2024-05-08,31.98,Processed
3473,942,2023-01-23,49.99,Shipped
3474,834,2022-01-09,69.99,Confirmed
3475,124,2024-02-02,19.99,Delivered
3476,475,2018-08-16,45.98,Processed
3477,508,2021-02-26,174.94,Shipped
3478,870,2024-04-18,99.99,Delivered
3479,534,2023-10-01,49.98,Delivered
3480,294,2024-04-26,142.96,Shipped
3481,930,2023-05-28,89.98,Confirmed
3482,207,2024-03-03,58.97,Processed
3483,540,2023-01-04,19.99,Shipped
3484,405,2024-04-06,269.94,Processed
3485,163,2024-01-22,19.99,Delivered
3486,519,2024-05-22,149.98,Confirmed
3487,194,2021-12-28,69.99,Delivered
3488,585,2021-04-19,189.96,Processed
3489,290,2023-04-29,129.98,Confirmed
3490,417,2022-04-19,49.99,Delivered
3491,660,2019-10-29,179.97,Confirmed
3492,490,2024-05-31,69.99,Delivered
3493,667,2022-11-12,99.98,Confirmed
3494,939,2024-04-15,29.99,Confirmed
3495,770,2022-11-28,179.98,Delivered
3496,587,2022-04-12,71.97,Confirmed
3497,414,2022-07-29,139.98,Shipped
3498,491,2024-04-26,148.94,Shipped
3499,321,2021-02-05,99.97,Confirmed
3500,650,2024-05-29,199.96,Processed
3501,694,2024-02-17,19.99,Delivered
3502,574,2022-06-24,129.99,Delivered
3503,938,2021-01-19,31.98,Shipped
3504,529,2021-09-27,19.99,Confirmed
3505,159,2024-02-10,12.99,Confirmed
3506,866,2022-07-10,99.97,Confirmed
3507,242,2022-10-08,139.98,Processed
3508,877,2023-03-18,149.98,Confirmed
3509,927,2024-02-13,59.98,Confirmed
3510,907,2022-05-26,179.97,Processed
3511,958,2024-04-15,24.99,Shipped
3512,400,2021-10-25,56.97,Confirmed
3513,381,2024-04-01,384.93,Delivered
3514,678,2022-11-28,12.99,Confirmed
3515,62,2023-08-31,19.99,Processed
3516,489,2022-12-21,29.99,Processed
3517,245,2023-11-17,149.98,Processed
3518,233,2020-03-03,249.96,Shipped
3519,275,2023-07-01,192.96,Processed
3520,506,2024-01-25,349.95,Processed
3521,113,2022-12-09,249.95,Confirmed
3522,468,2023-11-17,69.99,Processed
3523,378,2022-09-16,29.99,Delivered
3524,767,2023-05-25,49.99,Confirmed
3525,480,2024-04-12,129.96,Delivered
3526,14,2023-04-04,129.99,Processed
3527,979,2023-02-06,129.99,Processed
3528,696,2022-09-10,99.99,Delivered
3529,555,2021-02-24,109.97,Shipped
3530,801,2023-07-09,365.93,Delivered
3531,284,2021-06-03,172.94,Processed
3532,714,2023-06-02,234.95,Confirmed
3533,669,2024-01-18,59.99,Confirmed
3534,223,2024-04-15,99.97,Processed
3535,149,2021-09-08,264.94,Processed
3536,104,2021-09-26,149.98,Processed
3537,469,2024-02-01,31.98,Processed
3538,495,2023-08-21,99.99,Delivered
3539,723,2024-05-01,19.99,Processed
3540,928,2020-07-29,19.99,Processed
3541,972,2023-11-27,24.99,Processed
3542,795,2024-05-31,249.96,Delivered
3543,700,2020-06-19,149.98,Confirmed
3544,611,2019-08-30,109.96,Confirmed
3545,540,2021-07-03,62.98,Confirmed
3546,672,2023-12-14,249.96,Shipped
3547,282,2023-03-29,99.98,Processed
3548,69,2023-10-13,49.99,Shipped
3549,100,2020-12-28,219.97,Delivered
3550,713,2023-12-02,259.98,Processed
3551,247,2024-05-12,119.96,Confirmed
3552,41,2024-04-24,49.99,Delivered
3553,742,2023-08-10,129.99,Shipped
3554,319,2021-03-29,129.98,Processed
3555,408,2024-03-15,89.97,Confirmed
3556,98,2023-12-28,39.98,Shipped
3557,365,2023-07-17,128.95,Confirmed
3558,501,2024-03-30,79.98,Shipped
3559,842,2022-12-16,19.99,Shipped
3560,94,2022-11-06,59.98,Confirmed
3561,313,2022-10-02,29.99,Shipped
3562,123,2023-05-13,179.96,Confirmed
3563,660,2021-11-08,59.98,Confirmed
3564,396,2021-05-14,301.93,Processed
3565,164,2022-09-07,39.98,Delivered
3566,470,2023-01-11,49.99,Shipped
3567,447,2019-10-24,491.93,Delivered
3568,472,2024-05-31,149.98,Confirmed
3569,357,2021-12-23,29.99,Delivered
3570,357,2022-10-02,99.99,Shipped
3571,435,2020-12-12,12.99,Confirmed
3572,51,2023-04-11,59.98,Confirmed
3573,993,2022-08-12,18.99,Confirmed
3574,228,2021-12-07,99.98,Delivered
3575,876,2023-09-29,19.99,Shipped
3576,438,2023-09-07,37.98,Processed
