order_line_id,order_id,product_id,clothing_size,shoe_size,quantity,unit_price,line_total
5710,3094,22,,5,1,49.99,49.99
5711,3094,29,,,1,24.99,24.99
5712,3094,27,,,1,19.99,19.99
5713,3094,4,S,,1,49.99,49.99
5714,3094,16,,11,1,99.99,99.99
5715,3095,19,,9,1,49.99,49.99
5716,3095,3,XL,,1,129.99,129.99
5717,3096,35,,,1,29.99,29.99
5718,3096,5,XS,,1,99.99,99.99
5719,3097,25,,,1,19.99,19.99
5720,3098,25,,,2,19.99,39.98
5721,3098,34,,,2,19.99,39.98
5722,3099,1,L,,1,59.99,59.99
5723,3100,30,,,1,24.99,24.99
5724,3100,33,,,2,24.99,49.98
5725,3101,10,XS,,2,29.99,59.98
5726,3101,13,,5,1,69.99,69.99
5727,3102,24,,,2,12.99,25.98
5728,3103,19,,7,1,49.99,49.99
5729,3103,23,,5,1,64.99,64.99
5730,3103,13,,10,1,69.99,69.99
5731,3103,27,,,2,19.99,39.98
5732,3104,2,XL,,1,99.99,99.99
5733,3104,8,XL,,2,39.99,79.98
5734,3104,3,XS,,1,129.99,129.99
5735,3105,14,,11,1,49.99,49.99
5736,3106,25,,,2,19.99,39.98
5737,3107,5,XS,,1,99.99,99.99
5738,3107,20,,5,1,19.99,19.99
5739,3107,18,,9,1,129.99,129.99
5740,3107,26,,,1,15.99,15.99
5741,3107,1,M,,1,59.99,59.99
5742,3107,9,L,,1,59.99,59.99
5743,3108,22,,10,1,49.99,49.99
5744,3108,5,M,,1,99.99,99.99
5745,3109,33,,,2,24.99,49.98
5746,3110,20,,5,1,19.99,19.99
5747,3110,28,,,2,18.99,37.98
5748,3111,7,S,,2,29.99,59.98
5749,3112,16,,9,1,99.99,99.99
5750,3113,30,,,2,24.99,49.98
5751,3114,21,,7,1,29.99,29.99
5752,3114,17,,11,1,99.99,99.99
5753,3114,24,,,2,12.99,25.98
5754,3114,31,,,2,69.99,139.98
5755,3115,15,,5,1,69.99,69.99
5756,3116,30,,,1,24.99,24.99
5757,3117,24,,,1,12.99,12.99
5758,3117,30,,,1,24.99,24.99
5759,3118,22,,5,1,49.99,49.99
5760,3119,29,,,1,24.99,24.99
5761,3119,6,XS,,1,119.99,119.99
5762,3120,29,,,1,24.99,24.99
5763,3120,15,,10,1,69.99,69.99
5764,3120,27,,,1,19.99,19.99
5765,3120,6,M,,2,119.99,239.98
5766,3120,24,,,2,12.99,25.98
5767,3121,1,XL,,2,59.99,119.98
5768,3122,5,M,,1,99.99,99.99
5769,3122,20,,5,1,19.99,19.99
5770,3122,10,M,,1,29.99,29.99
5771,3122,12,XL,,1,149.99,149.99
5772,3123,4,XL,,2,49.99,99.98
5773,3124,34,,,1,19.99,19.99
5774,3125,14,,9,1,49.99,49.99
5775,3126,21,,5,1,29.99,29.99
5776,3126,10,M,,1,29.99,29.99
5777,3127,20,,8,1,19.99,19.99
5778,3128,33,,,2,24.99,49.98
5779,3129,29,,,1,24.99,24.99
5780,3130,19,,6,1,49.99,49.99
5781,3131,20,,6,1,19.99,19.99
5782,3131,26,,,1,15.99,15.99
5783,3132,10,S,,1,29.99,29.99
5784,3132,16,,10,1,99.99,99.99
5785,3132,32,,,2,49.99,99.98
5786,3132,28,,,1,18.99,18.99
5787,3132,5,L,,1,99.99,99.99
5788,3133,26,,,2,15.99,31.98
5789,3134,8,L,,1,39.99,39.99
5790,3134,27,,,1,19.99,19.99
5791,3134,8,S,,1,39.99,39.99
5792,3135,25,,,1,19.99,19.99
5793,3136,28,,,2,18.99,37.98
5794,3136,24,,,1,12.99,12.99
5795,3137,16,,6,1,99.99,99.99
5796,3138,28,,,1,18.99,18.99
5797,3138,34,,,1,19.99,19.99
5798,3139,29,,,2,24.99,49.98
5799,3140,15,,10,1,69.99,69.99
5800,3140,11,S,,1,49.99,49.99
5801,3141,2,L,,1,99.99,99.99
5802,3142,13,,6,1,69.99,69.99
5803,3142,30,,,2,24.99,49.98
5804,3143,35,,,2,29.99,59.98
5805,3144,25,,,1,19.99,19.99
5806,3145,1,S,,1,59.99,59.99
5807,3146,22,,10,1,49.99,49.99
5808,3146,33,,,2,24.99,49.98
5809,3147,12,S,,1,149.99,149.99
5810,3147,22,,8,1,49.99,49.99
5811,3148,33,,,2,24.99,49.98
5812,3148,29,,,1,24.99,24.99
5813,3148,20,,7,1,19.99,19.99
5814,3148,6,M,,1,119.99,119.99
5815,3149,27,,,2,19.99,39.98
5816,3150,19,,11,1,49.99,49.99
5817,3150,2,M,,2,99.99,199.98
5818,3150,23,,8,1,64.99,64.99
5819,3151,3,S,,2,129.99,259.98
5820,3151,25,,,2,19.99,39.98
5821,3151,12,XL,,1,149.99,149.99
5822,3152,32,,,2,49.99,99.98
5823,3153,20,,5,1,19.99,19.99
5824,3153,35,,,1,29.99,29.99
5825,3154,18,,7,1,129.99,129.99
5826,3155,7,S,,1,29.99,29.99
5827,3155,2,XL,,1,99.99,99.99
5828,3156,28,,,1,18.99,18.99
5829,3156,10,XS,,1,29.99,29.99
5830,3156,24,,,2,12.99,25.98
5831,3157,20,,6,1,19.99,19.99
5832,3158,13,,7,1,69.99,69.99
5833,3159,27,,,2,19.99,39.98
5834,3160,34,,,1,19.99,19.99
5835,3160,7,L,,2,29.99,59.98
5836,3160,21,,10,1,29.99,29.99
5837,3160,11,XL,,1,49.99,49.99
5838,3161,33,,,2,24.99,49.98
5839,3162,1,S,,1,59.99,59.99
5840,3163,19,,8,1,49.99,49.99
5841,3163,7,XS,,2,29.99,59.98
5842,3164,20,,6,1,19.99,19.99
5843,3165,22,,9,1,49.99,49.99
5844,3166,11,XS,,1,49.99,49.99
5845,3166,29,,,1,24.99,24.99
5846,3167,23,,5,1,64.99,64.99
5847,3167,25,,,2,19.99,39.98
5848,3168,35,,,1,29.99,29.99
5849,3168,30,,,1,24.99,24.99
5850,3169,10,XS,,2,29.99,59.98
5851,3170,21,,7,1,29.99,29.99
5852,3170,7,XS,,2,29.99,59.98
5853,3170,18,,10,1,129.99,129.99
5854,3171,32,,,2,49.99,99.98
5855,3171,25,,,2,19.99,39.98
5856,3171,15,,9,1,69.99,69.99
5857,3172,30,,,2,24.99,49.98
5858,3173,27,,,2,19.99,39.98
5859,3173,31,,,1,69.99,69.99
5860,3174,14,,8,1,49.99,49.99
5861,3174,24,,,1,12.99,12.99
5862,3174,20,,9,1,19.99,19.99
5863,3174,32,,,2,49.99,99.98
5864,3175,8,XS,,2,39.99,79.98
5865,3175,21,,5,1,29.99,29.99
5866,3176,7,M,,2,29.99,59.98
5867,3176,31,,,2,69.99,139.98
5868,3177,35,,,1,29.99,29.99
5869,3177,25,,,2,19.99,39.98
5870,3178,25,,,2,19.99,39.98
5871,3179,14,,11,1,49.99,49.99
5872,3179,5,XS,,1,99.99,99.99
5873,3180,6,L,,2,119.99,239.98
5874,3180,35,,,2,29.99,59.98
5875,3181,30,,,2,24.99,49.98
5876,3181,3,XL,,2,129.99,259.98
5877,3181,22,,5,1,49.99,49.99
5878,3181,23,,5,1,64.99,64.99
5879,3182,30,,,1,24.99,24.99
5880,3183,24,,,2,12.99,25.98
5881,3184,11,M,,1,49.99,49.99
5882,3184,9,XS,,1,59.99,59.99
5883,3184,24,,,1,12.99,12.99
5884,3184,3,XS,,1,129.99,129.99
5885,3184,32,,,2,49.99,99.98
5886,3185,2,XS,,1,99.99,99.99
5887,3186,34,,,2,19.99,39.98
5888,3187,9,S,,1,59.99,59.99
5889,3187,2,L,,1,99.99,99.99
5890,3188,26,,,2,15.99,31.98
5891,3188,34,,,1,19.99,19.99
5892,3189,25,,,1,19.99,19.99
5893,3190,15,,11,1,69.99,69.99
5894,3190,12,XL,,1,149.99,149.99
5895,3190,8,XL,,1,39.99,39.99
5896,3191,6,S,,1,119.99,119.99
5897,3192,33,,,2,24.99,49.98
5898,3192,35,,,1,29.99,29.99
5899,3192,9,S,,1,59.99,59.99
5900,3192,14,,7,1,49.99,49.99
5901,3192,11,M,,1,49.99,49.99
5902,3193,7,XS,,1,29.99,29.99
5903,3193,5,XS,,1,99.99,99.99
5904,3194,19,,8,1,49.99,49.99
5905,3194,30,,,2,24.99,49.98
5906,3195,20,,6,1,19.99,19.99
5907,3195,11,M,,2,49.99,99.98
5908,3195,30,,,2,24.99,49.98
5909,3196,21,,9,1,29.99,29.99
5910,3196,24,,,2,12.99,25.98
5911,3196,6,M,,2,119.99,239.98
5912,3196,5,M,,1,99.99,99.99
5913,3197,1,XL,,2,59.99,119.98
5914,3198,18,,8,1,129.99,129.99
5915,3199,34,,,1,19.99,19.99
5916,3199,5,XL,,1,99.99,99.99
5917,3200,7,XL,,1,29.99,29.99
5918,3201,14,,8,1,49.99,49.99
5919,3202,32,,,1,49.99,49.99
5920,3202,23,,10,1,64.99,64.99
5921,3202,4,XS,,2,49.99,99.98
5922,3203,29,,,1,24.99,24.99
5923,3204,9,S,,1,59.99,59.99
5924,3205,26,,,1,15.99,15.99
5925,3205,30,,,2,24.99,49.98
5926,3206,33,,,2,24.99,49.98
5927,3207,25,,,1,19.99,19.99
5928,3208,4,XL,,2,49.99,99.98
5929,3208,9,L,,1,59.99,59.99
5930,3209,30,,,1,24.99,24.99
5931,3210,11,XS,,1,49.99,49.99
5932,3211,16,,7,1,99.99,99.99
5933,3211,16,,8,1,99.99,99.99
5934,3211,14,,7,1,49.99,49.99
5935,3212,5,L,,2,99.99,199.98
5936,3212,5,XS,,1,99.99,99.99
5937,3213,20,,11,1,19.99,19.99
5938,3214,23,,11,1,64.99,64.99
5939,3215,5,M,,1,99.99,99.99
5940,3215,24,,,1,12.99,12.99
5941,3215,24,,,1,12.99,12.99
5942,3216,14,,7,1,49.99,49.99
5943,3216,5,XS,,1,99.99,99.99
5944,3216,9,XS,,1,59.99,59.99
5945,3217,30,,,2,24.99,49.98
5946,3218,15,,11,1,69.99,69.99
5947,3219,16,,9,1,99.99,99.99
5948,3219,9,M,,1,59.99,59.99
5949,3219,10,M,,1,29.99,29.99
5950,3220,10,M,,1,29.99,29.99
5951,3220,24,,,2,12.99,25.98
5952,3220,10,M,,2,29.99,59.98
5953,3220,30,,,2,24.99,49.98
5954,3221,28,,,2,18.99,37.98
5955,3221,6,XL,,1,119.99,119.99
5956,3222,25,,,2,19.99,39.98
5957,3223,9,XS,,2,59.99,119.98
5958,3224,10,L,,1,29.99,29.99
5959,3225,27,,,2,19.99,39.98
5960,3226,9,XS,,1,59.99,59.99
5961,3227,11,L,,2,49.99,99.98
5962,3227,16,,11,1,99.99,99.99
5963,3227,24,,,2,12.99,25.98
5964,3228,14,,8,1,49.99,49.99
5965,3229,25,,,1,19.99,19.99
5966,3230,35,,,1,29.99,29.99
5967,3231,18,,10,1,129.99,129.99
5968,3232,27,,,1,19.99,19.99
5969,3233,4,XL,,2,49.99,99.98
5970,3234,11,XL,,1,49.99,49.99
5971,3234,7,S,,1,29.99,29.99
5972,3235,20,,9,1,19.99,19.99
5973,3235,1,M,,2,59.99,119.98
5974,3235,16,,11,1,99.99,99.99
5975,3235,28,,,1,18.99,18.99
5976,3235,9,XS,,2,59.99,119.98
5977,3235,20,,6,1,19.99,19.99
5978,3236,11,L,,2,49.99,99.98
5979,3237,26,,,2,15.99,31.98
5980,3237,26,,,1,15.99,15.99
5981,3237,4,XS,,2,49.99,99.98
5982,3238,23,,10,1,64.99,64.99
5983,3238,21,,6,1,29.99,29.99
5984,3239,3,S,,1,129.99,129.99
5985,3240,34,,,2,19.99,39.98
5986,3241,6,S,,1,119.99,119.99
5987,3241,10,S,,2,29.99,59.98
5988,3242,7,S,,1,29.99,29.99
5989,3242,23,,6,1,64.99,64.99
5990,3242,19,,5,1,49.99,49.99
5991,3242,28,,,2,18.99,37.98
5992,3243,22,,6,1,49.99,49.99
5993,3244,30,,,2,24.99,49.98
5994,3245,19,,9,1,49.99,49.99
5995,3246,28,,,1,18.99,18.99
5996,3246,34,,,1,19.99,19.99
5997,3247,20,,9,1,19.99,19.99
5998,3248,26,,,1,15.99,15.99
5999,3249,24,,,1,12.99,12.99
6000,3250,35,,,1,29.99,29.99
6001,3251,7,S,,2,29.99,59.98
6002,3251,11,S,,2,49.99,99.98
6003,3251,29,,,2,24.99,49.98
6004,3251,6,XS,,1,119.99,119.99
6005,3251,17,,11,1,99.99,99.99
6006,3252,14,,11,1,49.99,49.99
6007,3253,1,M,,1,59.99,59.99
6008,3254,13,,7,1,69.99,69.99
6009,3254,25,,,2,19.99,39.98
6010,3255,11,L,,1,49.99,49.99
6011,3256,7,XL,,2,29.99,59.98
6012,3257,8,S,,2,39.99,79.98
6013,3258,29,,,2,24.99,49.98
6014,3259,22,,11,1,49.99,49.99
6015,3260,30,,,1,24.99,24.99
6016,3260,14,,5,1,49.99,49.99
6017,3260,34,,,1,19.99,19.99
6018,3260,22,,8,1,49.99,49.99
6019,3261,24,,,1,12.99,12.99
6020,3261,26,,,1,15.99,15.99
6021,3262,27,,,2,19.99,39.98
6022,3262,13,,8,1,69.99,69.99
6023,3263,10,XL,,2,29.99,59.98
6024,3264,3,M,,1,129.99,129.99
6025,3264,30,,,1,24.99,24.99
6026,3264,8,M,,2,39.99,79.98
6027,3265,4,L,,1,49.99,49.99
6028,3265,31,,,2,69.99,139.98
6029,3265,33,,,2,24.99,49.98
6030,3266,15,,10,1,69.99,69.99
6031,3267,31,,,1,69.99,69.99
6032,3267,27,,,2,19.99,39.98
6033,3267,29,,,2,24.99,49.98
6034,3268,33,,,1,24.99,24.99
6035,3269,6,XS,,1,119.99,119.99
6036,3270,31,,,2,69.99,139.98
6037,3270,4,XS,,1,49.99,49.99
6038,3270,8,M,,1,39.99,39.99
6039,3270,10,L,,2,29.99,59.98
6040,3271,17,,7,1,99.99,99.99
6041,3272,35,,,2,29.99,59.98
6042,3273,12,L,,1,149.99,149.99
6043,3273,31,,,1,69.99,69.99
6044,3274,26,,,1,15.99,15.99
6045,3275,35,,,1,29.99,29.99
6046,3276,17,,10,1,99.99,99.99
6047,3276,20,,5,1,19.99,19.99
6048,3276,22,,8,1,49.99,49.99
6049,3276,33,,,2,24.99,49.98
6050,3276,4,XL,,2,49.99,99.98
6051,3277,23,,10,1,64.99,64.99
6052,3278,28,,,1,18.99,18.99
6053,3279,19,,8,1,49.99,49.99
6054,3280,1,S,,1,59.99,59.99
6055,3280,32,,,1,49.99,49.99
6056,3280,19,,11,1,49.99,49.99
6057,3280,26,,,2,15.99,31.98
6058,3280,22,,7,1,49.99,49.99
6059,3280,8,XL,,1,39.99,39.99
6060,3280,8,XL,,2,39.99,79.98
6061,3280,23,,7,1,64.99,64.99
6062,3281,19,,5,1,49.99,49.99
6063,3282,14,,5,1,49.99,49.99
6064,3283,5,L,,1,99.99,99.99
6065,3284,13,,10,1,69.99,69.99
6066,3284,18,,6,1,129.99,129.99
6067,3284,26,,,2,15.99,31.98
6068,3285,4,L,,1,49.99,49.99
6069,3285,7,L,,1,29.99,29.99
6070,3286,30,,,1,24.99,24.99
6071,3287,1,S,,2,59.99,119.98
6072,3287,7,L,,2,29.99,59.98
6073,3287,25,,,1,19.99,19.99
6074,3288,5,S,,1,99.99,99.99
6075,3289,33,,,1,24.99,24.99
6076,3289,35,,,2,29.99,59.98
6077,3290,17,,5,1,99.99,99.99
6078,3290,6,S,,1,119.99,119.99
6079,3290,16,,11,1,99.99,99.99
6080,3291,13,,7,1,69.99,69.99
6081,3291,34,,,1,19.99,19.99
6082,3292,19,,5,1,49.99,49.99
6083,3293,11,L,,1,49.99,49.99
6084,3293,31,,,2,69.99,139.98
6085,3294,15,,9,1,69.99,69.99
6086,3294,34,,,2,19.99,39.98
6087,3294,15,,10,1,69.99,69.99
6088,3294,5,L,,1,99.99,99.99
6089,3294,6,M,,1,119.99,119.99
6090,3295,33,,,2,24.99,49.98
6091,3296,33,,,2,24.99,49.98
6092,3297,33,,,1,24.99,24.99
6093,3298,21,,8,1,29.99,29.99
6094,3298,22,,6,1,49.99,49.99
6095,3298,31,,,2,69.99,139.98
6096,3299,33,,,1,24.99,24.99
6097,3300,24,,,1,12.99,12.99
6098,3300,4,S,,2,49.99,99.98
6099,3300,21,,11,1,29.99,29.99
6100,3300,4,S,,1,49.99,49.99
6101,3300,29,,,1,24.99,24.99
6102,3301,3,S,,2,129.99,259.98
6103,3301,29,,,2,24.99,49.98
6104,3302,20,,9,1,19.99,19.99
6105,3302,7,XL,,1,29.99,29.99
6106,3302,30,,,2,24.99,49.98
6107,3302,33,,,2,24.99,49.98
6108,3303,29,,,1,24.99,24.99
6109,3303,13,,6,1,69.99,69.99
6110,3304,33,,,2,24.99,49.98
6111,3305,33,,,1,24.99,24.99
6112,3306,15,,7,1,69.99,69.99
6113,3306,32,,,2,49.99,99.98
6114,3307,30,,,2,24.99,49.98
6115,3307,28,,,2,18.99,37.98
6116,3308,1,XL,,1,59.99,59.99
6117,3308,33,,,1,24.99,24.99
6118,3309,19,,6,1,49.99,49.99
6119,3309,20,,10,1,19.99,19.99
6120,3309,30,,,1,24.99,24.99
6121,3309,1,L,,1,59.99,59.99
6122,3309,16,,7,1,99.99,99.99
6123,3310,33,,,2,24.99,49.98
6124,3311,6,S,,1,119.99,119.99
6125,3311,5,XL,,2,99.99,199.98
6126,3312,3,M,,1,129.99,129.99
6127,3313,7,S,,1,29.99,29.99
6128,3313,15,,9,1,69.99,69.99
6129,3313,5,XS,,2,99.99,199.98
6130,3313,19,,10,1,49.99,49.99
6131,3313,17,,8,1,99.99,99.99
6132,3313,25,,,2,19.99,39.98
6133,3313,11,L,,1,49.99,49.99
6134,3314,13,,6,1,69.99,69.99
6135,3315,7,XL,,1,29.99,29.99
6136,3315,7,S,,1,29.99,29.99
6137,3316,26,,,1,15.99,15.99
6138,3316,17,,7,1,99.99,99.99
6139,3316,28,,,2,18.99,37.98
6140,3317,30,,,2,24.99,49.98
6141,3317,4,M,,1,49.99,49.99
6142,3317,30,,,1,24.99,24.99
6143,3318,16,,7,1,99.99,99.99
6144,3319,14,,10,1,49.99,49.99
6145,3320,27,,,1,19.99,19.99
6146,3321,21,,7,1,29.99,29.99
6147,3321,8,XS,,1,39.99,39.99
6148,3322,33,,,1,24.99,24.99
6149,3322,13,,6,1,69.99,69.99
6150,3323,28,,,1,18.99,18.99
6151,3324,21,,11,1,29.99,29.99
6152,3325,26,,,1,15.99,15.99
6153,3326,20,,10,1,19.99,19.99
6154,3327,30,,,2,24.99,49.98
6155,3327,30,,,1,24.99,24.99
6156,3328,27,,,1,19.99,19.99
6157,3329,3,XL,,1,129.99,129.99
6158,3330,9,L,,1,59.99,59.99
6159,3330,7,XL,,1,29.99,29.99
6160,3330,35,,,1,29.99,29.99
6161,3330,31,,,2,69.99,139.98
6162,3331,27,,,1,19.99,19.99
6163,3331,10,L,,2,29.99,59.98
6164,3331,14,,11,1,49.99,49.99
6165,3331,9,L,,2,59.99,119.98
6166,3332,14,,9,1,49.99,49.99
6167,3333,29,,,1,24.99,24.99
6168,3334,11,XL,,2,49.99,99.98
6169,3335,25,,,2,19.99,39.98
6170,3336,33,,,2,24.99,49.98
6171,3337,28,,,1,18.99,18.99
6172,3338,1,S,,1,59.99,59.99
6173,3338,35,,,1,29.99,29.99
6174,3338,1,L,,1,59.99,59.99
6175,3338,29,,,2,24.99,49.98
6176,3338,7,XS,,1,29.99,29.99
6177,3339,26,,,2,15.99,31.98
6178,3339,11,XS,,2,49.99,99.98
6179,3340,34,,,2,19.99,39.98
6180,3340,17,,8,1,99.99,99.99
6181,3341,12,L,,1,149.99,149.99
6182,3341,26,,,1,15.99,15.99
6183,3342,15,,5,1,69.99,69.99
6184,3342,30,,,2,24.99,49.98
6185,3343,16,,11,1,99.99,99.99
6186,3343,23,,5,1,64.99,64.99
6187,3344,21,,10,1,29.99,29.99
6188,3345,5,XL,,2,99.99,199.98
6189,3345,1,S,,1,59.99,59.99
6190,3346,35,,,1,29.99,29.99
6191,3347,31,,,2,69.99,139.98
6192,3347,24,,,1,12.99,12.99
6193,3348,5,L,,1,99.99,99.99
6194,3349,27,,,2,19.99,39.98
6195,3350,18,,6,1,129.99,129.99
6196,3350,1,S,,1,59.99,59.99
6197,3351,23,,6,1,64.99,64.99
6198,3351,19,,7,1,49.99,49.99
6199,3351,14,,7,1,49.99,49.99
6200,3352,22,,9,1,49.99,49.99
6201,3352,32,,,1,49.99,49.99
6202,3353,34,,,2,19.99,39.98
6203,3353,11,M,,2,49.99,99.98
6204,3353,8,XL,,1,39.99,39.99
6205,3354,11,S,,1,49.99,49.99
6206,3355,30,,,2,24.99,49.98
6207,3356,34,,,1,19.99,19.99
6208,3357,26,,,2,15.99,31.98
6209,3357,6,L,,1,119.99,119.99
6210,3357,14,,10,1,49.99,49.99
6211,3357,14,,10,1,49.99,49.99
6212,3358,4,L,,2,49.99,99.98
6213,3359,16,,8,1,99.99,99.99
6214,3359,17,,7,1,99.99,99.99
6215,3359,1,XS,,2,59.99,119.98
6216,3360,20,,11,1,19.99,19.99
6217,3361,7,S,,2,29.99,59.98
6218,3361,14,,6,1,49.99,49.99
6219,3362,8,XL,,2,39.99,79.98
6220,3362,19,,7,1,49.99,49.99
6221,3363,31,,,2,69.99,139.98
6222,3363,33,,,1,24.99,24.99
6223,3364,11,XL,,2,49.99,99.98
6224,3365,24,,,1,12.99,12.99
6225,3366,7,L,,1,29.99,29.99
6226,3367,34,,,2,19.99,39.98
6227,3368,9,XS,,1,59.99,59.99
6228,3369,4,L,,1,49.99,49.99
6229,3369,22,,11,1,49.99,49.99
6230,3369,8,S,,2,39.99,79.98
6231,3370,29,,,1,24.99,24.99
6232,3370,26,,,2,15.99,31.98
6233,3371,4,M,,1,49.99,49.99
6234,3371,26,,,2,15.99,31.98
6235,3372,11,L,,1,49.99,49.99
6236,3373,23,,7,1,64.99,64.99
6237,3374,8,XS,,1,39.99,39.99
6238,3375,31,,,1,69.99,69.99
6239,3376,27,,,1,19.99,19.99
6240,3377,20,,7,1,19.99,19.99
6241,3378,6,S,,1,119.99,119.99
6242,3379,33,,,1,24.99,24.99
6243,3379,6,XS,,1,119.99,119.99
6244,3380,19,,5,1,49.99,49.99
6245,3381,12,L,,1,149.99,149.99
6246,3381,33,,,1,24.99,24.99
6247,3381,4,M,,1,49.99,49.99
6248,3381,16,,8,1,99.99,99.99
6249,3382,35,,,1,29.99,29.99
6250,3382,26,,,2,15.99,31.98
6251,3382,11,XS,,1,49.99,49.99
6252,3383,21,,10,1,29.99,29.99
6253,3383,25,,,1,19.99,19.99
6254,3383,8,XS,,1,39.99,39.99
6255,3384,34,,,2,19.99,39.98
6256,3384,2,XL,,1,99.99,99.99
6257,3384,3,L,,1,129.99,129.99
6258,3384,14,,10,1,49.99,49.99
6259,3385,13,,10,1,69.99,69.99
6260,3386,6,XS,,1,119.99,119.99
6261,3387,7,S,,1,29.99,29.99
6262,3387,5,S,,1,99.99,99.99
6263,3388,16,,11,1,99.99,99.99
6264,3388,25,,,2,19.99,39.98
6265,3388,22,,11,1,49.99,49.99
6266,3388,7,XS,,2,29.99,59.98
6267,3389,18,,7,1,129.99,129.99
6268,3389,9,S,,2,59.99,119.98
6269,3390,19,,8,1,49.99,49.99
6270,3391,35,,,1,29.99,29.99
6271,3391,13,,8,1,69.99,69.99
6272,3392,24,,,2,12.99,25.98
6273,3392,20,,8,1,19.99,19.99
6274,3393,32,,,2,49.99,99.98
6275,3393,11,XL,,2,49.99,99.98
6276,3393,2,XL,,1,99.99,99.99
6277,3394,30,,,2,24.99,49.98
6278,3394,9,XL,,1,59.99,59.99
6279,3394,5,XS,,2,99.99,199.98
6280,3395,12,S,,1,149.99,149.99
6281,3395,26,,,1,15.99,15.99
6282,3395,25,,,2,19.99,39.98
6283,3396,31,,,1,69.99,69.99
6284,3397,16,,7,1,99.99,99.99
6285,3397,7,XL,,2,29.99,59.98
6286,3397,7,M,,2,29.99,59.98
6287,3398,1,L,,2,59.99,119.98
6288,3399,21,,9,1,29.99,29.99
6289,3399,11,XL,,1,49.99,49.99
6290,3399,17,,7,1,99.99,99.99
6291,3399,7,XL,,2,29.99,59.98
6292,3400,20,,10,1,19.99,19.99
6293,3400,26,,,1,15.99,15.99
6294,3401,25,,,2,19.99,39.98
6295,3401,33,,,2,24.99,49.98
6296,3401,32,,,2,49.99,99.98
6297,3402,27,,,2,19.99,39.98
6298,3403,22,,7,1,49.99,49.99
6299,3403,21,,5,1,29.99,29.99
6300,3404,2,S,,2,99.99,199.98
6301,3404,15,,6,1,69.99,69.99
6302,3405,13,,7,1,69.99,69.99
6303,3405,10,XS,,1,29.99,29.99
6304,3405,24,,,2,12.99,25.98
6305,3406,28,,,2,18.99,37.98
6306,3406,25,,,1,19.99,19.99
6307,3406,25,,,2,19.99,39.98
6308,3407,26,,,1,15.99,15.99
6309,3408,19,,9,1,49.99,49.99
6310,3409,27,,,1,19.99,19.99
6311,3409,6,L,,1,119.99,119.99
6312,3409,8,XL,,1,39.99,39.99
6313,3410,32,,,2,49.99,99.98
6314,3411,1,XS,,1,59.99,59.99
6315,3412,16,,7,1,99.99,99.99
6316,3412,11,M,,1,49.99,49.99
6317,3413,4,M,,2,49.99,99.98
6318,3413,10,M,,2,29.99,59.98
6319,3414,19,,7,1,49.99,49.99
6320,3414,16,,9,1,99.99,99.99
6321,3415,11,XL,,1,49.99,49.99
6322,3416,34,,,1,19.99,19.99
6323,3416,27,,,1,19.99,19.99
6324,3417,18,,8,1,129.99,129.99
6325,3418,14,,6,1,49.99,49.99
6326,3419,20,,8,1,19.99,19.99
6327,3420,25,,,2,19.99,39.98
6328,3421,27,,,1,19.99,19.99
6329,3421,34,,,1,19.99,19.99
6330,3422,9,M,,1,59.99,59.99
6331,3422,35,,,2,29.99,59.98
6332,3423,20,,8,1,19.99,19.99
6333,3424,22,,11,1,49.99,49.99
6334,3425,14,,10,1,49.99,49.99
6335,3426,14,,8,1,49.99,49.99
6336,3426,32,,,1,49.99,49.99
6337,3427,21,,9,1,29.99,29.99
6338,3428,8,XS,,1,39.99,39.99
6339,3428,2,M,,1,99.99,99.99
6340,3429,6,XS,,1,119.99,119.99
6341,3430,19,,9,1,49.99,49.99
6342,3431,20,,11,1,19.99,19.99
6343,3432,24,,,2,12.99,25.98
6344,3433,7,L,,1,29.99,29.99
6345,3434,2,S,,1,99.99,99.99
6346,3435,14,,9,1,49.99,49.99
6347,3435,5,XL,,2,99.99,199.98
6348,3435,29,,,1,24.99,24.99
6349,3436,35,,,1,29.99,29.99
6350,3436,24,,,2,12.99,25.98
6351,3437,22,,10,1,49.99,49.99
6352,3438,22,,8,1,49.99,49.99
6353,3439,2,M,,1,99.99,99.99
6354,3440,1,L,,2,59.99,119.98
6355,3440,31,,,1,69.99,69.99
6356,3440,14,,10,1,49.99,49.99
6357,3441,25,,,2,19.99,39.98
6358,3442,19,,10,1,49.99,49.99
6359,3443,29,,,1,24.99,24.99
6360,3444,19,,8,1,49.99,49.99
6361,3445,35,,,2,29.99,59.98
6362,3446,15,,11,1,69.99,69.99
6363,3446,1,XS,,2,59.99,119.98
6364,3446,17,,5,1,99.99,99.99
6365,3446,13,,5,1,69.99,69.99
6366,3447,15,,11,1,69.99,69.99
6367,3448,3,M,,1,129.99,129.99
6368,3448,4,XS,,1,49.99,49.99
6369,3449,17,,6,1,99.99,99.99
6370,3450,10,M,,2,29.99,59.98
6371,3450,14,,8,1,49.99,49.99
6372,3451,1,XL,,2,59.99,119.98
6373,3451,10,S,,1,29.99,29.99
6374,3452,35,,,2,29.99,59.98
6375,3453,13,,7,1,69.99,69.99
6376,3453,15,,10,1,69.99,69.99
6377,3453,7,XS,,2,29.99,59.98
6378,3453,32,,,2,49.99,99.98
6379,3453,5,M,,2,99.99,199.98
6380,3454,24,,,2,12.99,25.98
6381,3455,14,,6,1,49.99,49.99
